Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Hammertun 0,2/292/0/0,44000,100,0,44000,1.8,79,Ingen,1.0
Tillegg Til Bårdshaug 0,2/293/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Sommervold 0,2/294/0/0,0,100,0,0,1.8,0,Ingen,1.0
Lassvebergvegen 7,2/297/0/0,6193000,70,960000,3375100,1.8,6075,Ingen,3.0
Stibakken 13,2/298/0/0,4106000,70,320000,2554200,1.8,4597,Ingen,1.0
Stibakken 11A,2/300/0/0,5037000,70,320000,3205900,1.8,5770,Ingen,1.0
Duevegen 1A,2/301/0/0,4065000,70,320000,2525500,1.8,4545,Ingen,1.0
Tillegg Til Enerhaugen 0,2/302/0/0,0,100,0,0,1.8,0,Ingen,1.0
Duevegen 9,2/304/0/0,5108000,70,320000,3255600,1.8,5860,Ingen,1.0
Kåre Kongsbrors Veg 18A,2/306/0/0,5282000,70,320000,3377400,1.8,6079,Ingen,1.0
Stibakken 12,2/307/0/0,5503000,70,320000,3532100,1.8,6357,Ingen,1.0
Rådyrvegen 13,2/308/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Stibakken 14,2/309/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Haukvegen 6,2/310/0/0,4625000,70,320000,2917500,1.8,5251,Ingen,1.0
Rådyrvegen 7,2/311/0/0,5640000,70,320000,3628000,1.8,6530,Ingen,1.0
Haukvegen 7,2/312/0/0,7598000,70,640000,4678600,1.8,8421,Ingen,2.0
Haukvegen 9,2/313/0/0,5842000,70,640000,3449400,1.8,6208,Ingen,2.0
Haukvegen 11,2/314/0/0,6280000,70,640000,3756000,1.8,6760,Ingen,2.0
Haukvegen 13,2/315/0/0,5013000,70,640000,2869100,1.8,5164,Ingen,2.0
Haukvegen 8,2/316/0/0,6150000,70,640000,3665000,1.8,6597,Ingen,2.0
Vidsjåvegen 3,2/317/0/0,4324000,70,320000,2706800,1.8,4872,Ingen,1.0
Villa Skansekullen 0,2/318/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 8,2/319/0/0,3826000,70,320000,2358200,1.8,4244,Ingen,1.0
Haukvegen 5,2/320/0/0,6829000,70,640000,4140300,1.8,7452,Ingen,2.0
Stibakken 15,2/322/0/0,3736000,70,320000,2295200,1.8,4131,Ingen,1.0
Magnus Barfots Veg 9B,2/323/0/0,3996000,70,320000,2477200,1.8,4458,Ingen,1.0
Lassvebergvegen 1,2/324/0/0,5013000,70,320000,3189100,1.8,5740,Ingen,1.0
Haukvegen 3,2/326/0/0,6832000,70,640000,4142400,1.8,7456,Ingen,2.0
Tillegg Til Lunheim 0,2/327/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rådyrvegen 3,2/328/0/0,6515000,70,640000,3920500,1.8,7056,Ingen,2.0
Stibakken 2A,2/329/0/0,6850000,70,320000,4475000,1.8,8055,Ingen,1.0
Granlia Ii 0,2/330/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxe Viks Veg 36,2/331/0/0,5685000,70,320000,3659500,1.8,6587,Ingen,1.0
Lillesjøvegen 4B,2/332/0/0,5389000,70,320000,3452300,1.8,6214,Ingen,1.0
Veggrunn Av Lunheim 0,2/333/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Vårli 0,2/334/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Solheim 0,2/335/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Grantun 0,2/337/0/0,120000,100,0,120000,1.8,216,Ingen,1.0
Tillegg Til Grantun 0,2/338/0/0,0,100,0,0,1.8,0,Ingen,1.0
Florabakken 2,2/341/0/0,5685000,70,320000,3659500,1.8,6587,Ingen,1.0
Kåre Kongsbrors Veg 12A,2/342/0/0,4627000,70,320000,2918900,1.8,5254,Ingen,1.0
Tillegg Til Knausen 0,2/343/0/0,0,100,0,0,1.8,0,Ingen,1.0
Magnus Barfots Veg 27,2/344/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Magnus Barfots Veg 28B,2/345/0/0,5908000,70,320000,3815600,1.8,6868,Ingen,1.0
Magnus Barfots Veg 30,2/346/0/0,4375000,70,320000,2742500,1.8,4936,Ingen,1.0
Tillegg Til Parsell 39 0,2/347/0/0,64000,100,0,64000,1.8,115,Ingen,1.0
Magnus Barfots Veg 25,2/348/0/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Magnus Barfots Veg 29,2/349/0/0,6301000,70,320000,4090700,1.8,7363,Ingen,1.0
Magnus Barfots Veg 32,2/350/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Saxe Viks Veg 77,2/353/0/0,4638000,70,320000,2926600,1.8,5267,Ingen,1.0
Saxe Viks Veg 79,2/354/0/0,4443000,70,320000,2790100,1.8,5022,Ingen,1.0
Saxe Viks Veg 81,2/355/0/0,4265000,70,320000,2665500,1.8,4797,Ingen,1.0
Saxe Viks Veg 83,2/356/0/0,4252000,70,320000,2656400,1.8,4781,Ingen,1.0
Tillegg Til Solstua 0,2/357/0/0,0,100,0,0,1.8,0,Ingen,1.0
Magnus Barfots Veg 31,2/358/0/0,6683000,70,320000,4358100,1.8,7844,Ingen,1.0
Rikkas Veg 2,2/359/0/0,5249000,70,320000,3354300,1.8,6037,Ingen,1.0
Tillegg Til Trollhaugen 0,2/360/0/0,0,100,0,0,1.8,0,Ingen,1.0
Nedre Stibakken 17A,2/364/0/0,4133000,70,320000,2573100,1.8,4631,Ingen,1.0
Nedre Stibakken 25B,2/365/0/0,5102000,70,640000,2931400,1.8,5276,Ingen,2.0
Skogstien 5,2/369/0/0,5458000,70,320000,3500600,1.8,6301,Ingen,1.0
Nedre Stibakken 22,2/370/0/0,5273000,70,640000,3051100,1.8,5491,Ingen,2.0
Nedre Stibakken 23,2/371/0/0,7638000,70,320000,5026600,1.8,9047,Ingen,1.0
Nedre Stibakken 27,2/372/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Nedre Stibakken 29A,2/373/0/0,4304000,70,320000,2692800,1.8,4847,Ingen,1.0
Nedre Stibakken 21A,2/374/0/1,5810000,70,320000,3747000,1.8,6744,Ingen,1.0
Nedre Stibakken 21B,2/374/0/2,5830000,70,320000,3761000,1.8,6769,Ingen,1.0
Skogstien 3,2/375/0/0,6578000,70,640000,3964600,1.8,7136,Ingen,2.0
Tillegg Til Korsvegen 18 0,2/376/0/0,0,100,0,0,1.8,0,Ingen,1.0
Falkvegen 10,2/377/0/0,5640000,70,640000,3308000,1.8,5954,Ingen,2.0
Tillegg Ii Til Knutbakken 0,2/379/0/0,0,100,0,0,1.8,0,Ingen,1.0
Solhammer Ii 0,2/380/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Brattås 0,2/381/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Markavegen 60 0,2/384/0/0,0,100,0,0,1.8,0,Ingen,1.0
Nedre Stibakken 19B,2/385/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Skogstien 7,2/386/0/0,6746000,70,640000,4082200,1.8,7347,Ingen,2.0
Skogstien 9,2/388/0/0,6620000,70,320000,4314000,1.8,7765,Ingen,1.0
Skogstien 1,2/389/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Ekornvegen 24,2/390/0/0,5930000,70,320000,3831000,1.8,6895,Ingen,1.0
Ekornvegen 28,2/391/0/0,7087000,70,320000,4640900,1.8,8353,Ingen,1.0
Nedre Stibakken 20,2/392/0/0,6258000,70,640000,3740600,1.8,6733,Ingen,2.0
Lassvebergvegen 5,2/393/0/0,5819000,70,320000,3753300,1.8,6755,Ingen,1.0
Ekornvegen 9,2/394/0/0,6472000,70,320000,4210400,1.8,7578,Ingen,1.0
Ekornvegen 30,2/395/0/0,7339000,70,320000,4817300,1.8,8671,Ingen,1.0
Ekornvegen 35,2/396/0/0,8009000,70,640000,4966300,1.8,8939,Ingen,2.0
Tilleg Til Parsell Nr 1 0,2/397/0/0,0,100,0,0,1.8,0,Ingen,1.0
Ekornvegen 22,2/398/0/0,7198000,70,320000,4718600,1.8,8493,Ingen,1.0
Lauglobuen 14,2/400/0/0,5202000,70,320000,3321400,1.8,5978,Ingen,1.0
Lauglobuen 16A,2/401/0/0,4278000,70,320000,2674600,1.8,4814,Ingen,1.0
Lauglobuen 3,2/402/0/0,6430000,70,320000,4181000,1.8,7525,Ingen,1.0
Lauglobuen 5,2/403/0/0,7568000,70,640000,4657600,1.8,8383,Ingen,2.0
Lauglobuen 7A,2/404/0/1,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Lauglobuen 7B,2/404/0/2,4591000,70,320000,2893700,1.8,5208,Ingen,1.0
Lauglobuen 9A,2/405/0/1,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Lauglobuen 9B,2/405/0/2,4543000,70,320000,2860100,1.8,5148,Ingen,1.0
Saxeborgvegen 11,2/407/0/0,5108000,70,320000,3255600,1.8,5860,Ingen,1.0
Nedre Stibakken 25A,2/408/0/0,6193000,70,320000,4015100,1.8,7227,Ingen,1.0
Stibakken 11B,2/409/0/0,6150000,70,320000,3985000,1.8,7173,Ingen,1.0
Ekornvegen 26,2/410/0/0,7736000,70,320000,5095200,1.8,9171,Ingen,1.0
Stibakken Iv 0,2/411/0/0,0,100,0,0,1.8,0,Ingen,1.0
Stibakken Iii 0,2/412/0/0,0,100,0,0,1.8,0,Ingen,1.0
Lauglobuen 10,2/413/0/0,5412000,70,640000,3148400,1.8,5667,Ingen,2.0
Lauglobuen 8,2/414/0/0,6808000,70,320000,4445600,1.8,8002,Ingen,1.0
Lauglobuen 6,2/415/0/0,6704000,70,640000,4052800,1.8,7295,Ingen,2.0
Lauglobuen 4,2/416/0/0,5975000,70,320000,3862500,1.8,6952,Ingen,1.0
Lauglobuen 2,2/417/0/0,5617000,70,320000,3611900,1.8,6501,Ingen,1.0
Olav Magnussons Veg 6B,2/420/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Sigurd Slembes Veg 25,2/422/0/0,6128000,70,320000,3969600,1.8,7145,Ingen,1.0
Nedre Stibakken 29B,2/425/0/0,4406000,70,320000,2764200,1.8,4975,Ingen,1.0
Nedre Stibakken 19A,2/426/0/0,6974000,70,320000,4561800,1.8,8211,Ingen,1.0
Ekornvegen 32,2/428/0/0,5970000,70,640000,3539000,1.8,6370,Ingen,2.0
Ekornvegen 34,2/429/0/1,8028000,70,320000,5299600,1.8,9539,Ingen,1.0
Ekornvegen 34,2/429/0/2,1925000,70,320000,1027500,1.8,1849,Ingen,1.0
Nedre Stibakken 17B,2/431/0/0,4051000,70,320000,2515700,1.8,4528,Ingen,1.0
Ekornvegen 40,2/432/0/0,5628000,70,640000,3299600,1.8,5939,Ingen,2.0
Tillegg Til Granly 0,2/433/0/0,0,100,0,0,1.8,0,Ingen,1.0
Ekornvegen 38,2/434/0/0,5775000,70,320000,3722500,1.8,6700,Ingen,1.0
Magnus Barfots Veg 7A,2/435/0/0,4965000,70,320000,3155500,1.8,5679,Ingen,1.0
Haukvegen 14,2/436/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Bjørkly Iii 0,2/437/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Granly 0,2/439/0/0,0,100,0,0,1.8,0,Ingen,1.0
Haukvegen 10,2/440/0/0,6578000,70,640000,3964600,1.8,7136,Ingen,2.0
Haukvegen 16,2/441/0/0,7892000,70,640000,4884400,1.8,8791,Ingen,2.0
Haukvegen 18,2/442/0/0,5797000,70,320000,3737900,1.8,6728,Ingen,1.0
Ekornvegen 36,2/443/0/0,6472000,70,320000,4210400,1.8,7578,Ingen,1.0
Magnus Barfots Veg 7B,2/444/0/0,4797000,70,320000,3037900,1.8,5468,Ingen,1.0
Bautavegen 18B,2/445/0/0,4993000,70,640000,2855100,1.8,5139,Ingen,2.0
Bautavegen 16,2/446/0/0,5555000,70,640000,3248500,1.8,5847,Ingen,2.0
Bautavegen 2,2/447/0/0,5952000,70,960000,3206400,1.8,5771,Ingen,3.0
Bautavegen 4,2/448/0/0,6472000,70,320000,4210400,1.8,7578,Ingen,1.0
Bautavegen 6,2/449/0/0,6301000,70,640000,3770700,1.8,6787,Ingen,2.0
Bautavegen 8,2/450/0/0,6472000,70,320000,4210400,1.8,7578,Ingen,1.0
Bautavegen 10,2/451/0/0,7499000,70,320000,4929300,1.8,8872,Ingen,1.0
Bautavegen 12,2/452/0/0,6430000,70,640000,3861000,1.8,6949,Ingen,2.0
Bautavegen 14,2/453/0/0,6891000,70,320000,4503700,1.8,8106,Ingen,1.0
Gullhaugvegen 6,2/454/0/0,6387000,70,640000,3830900,1.8,6895,Ingen,2.0
Gullhaugvegen 8,2/455/0/0,5296000,70,320000,3387200,1.8,6096,Ingen,1.0
Bautavegen 20,2/456/0/0,5864000,70,320000,3784800,1.8,6812,Ingen,1.0
Bautavegen 22,2/457/0/0,5707000,70,320000,3674900,1.8,6614,Ingen,1.0
Bautavegen 1,2/458/0/0,7339000,70,640000,4497300,1.8,8095,Ingen,2.0
Bautavegen 3,2/459/0/0,5342000,70,320000,3419400,1.8,6154,Ingen,1.0
Bautavegen 5,2/460/0/0,4821000,70,320000,3054700,1.8,5498,Ingen,1.0
Bautavegen 7,2/461/0/0,6215000,70,640000,3710500,1.8,6678,Ingen,2.0
Bautavegen 9,2/462/0/0,6215000,70,320000,4030500,1.8,7254,Ingen,1.0
Bautavegen 11,2/463/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Bautavegen 13,2/464/0/0,6599000,70,320000,4299300,1.8,7738,Ingen,1.0
Bautavegen 15,2/465/0/0,6787000,70,320000,4430900,1.8,7975,Ingen,1.0
Bautavegen 17,2/466/0/0,6599000,70,640000,3979300,1.8,7162,Ingen,2.0
Gullhaugvegen 4A,2/467/0/0,6365000,70,640000,3815500,1.8,6867,Ingen,2.0
Gullhaugvegen 4B,2/468/0/0,5707000,70,320000,3674900,1.8,6614,Ingen,1.0
Saxeborgvegen 13,2/469/0/0,5777000,70,640000,3403900,1.8,6127,Ingen,2.0
Ekornvegen 37,2/470/0/0,8105000,70,320000,5353500,1.8,9636,Ingen,1.0
Tillegg Til Magnus Barfots Veg 0,2/472/0/0,0,100,0,0,1.8,0,Ingen,1.0
Jervstien 3,2/474/0/0,8372000,70,640000,5220400,1.8,9396,Ingen,2.0
Rønningsvegen 34,2/476/0/0,5500000,70,640000,3210000,1.8,5778,Ingen,2.0
Ekornvegen 3B,2/478/0/0,5046000,70,320000,3212200,1.8,5781,Ingen,1.0
Veggrunn Einbakken 0,2/482/0/0,0,100,0,0,4.0,0,Ingen,1.0
Rikkas Veg 6,2/483/0/0,9476000,70,640000,5993200,1.8,10787,Ingen,2.0
Tillegg Til Parsell 54 0,2/484/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rønningsvegen 19A,2/485/0/0,6704000,70,320000,4372800,1.8,7871,Ingen,1.0
Saxe Viks Veg 24,2/487/0/0,5179000,70,320000,3305300,1.8,5949,Ingen,1.0
Saxe Viks Veg 34,2/488/0/0,4723000,70,320000,2986100,1.8,5374,Ingen,1.0
Sjøvegen 4B,2/491/0/0,6255000,70,320000,4058500,1.8,7305,Ingen,1.0
Skogstien 6,2/492/0/0,7419000,70,320000,4873300,1.8,8771,Ingen,1.0
Skogstien 13,2/493/0/0,6236000,70,320000,4045200,1.8,7281,Ingen,1.0
Skogstien 11,2/494/0/0,5930000,70,320000,3831000,1.8,6895,Ingen,1.0
Tillegg Til Bautavegen 12 0,2/497/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rikkas Veg 4,2/498/0/0,8765000,70,320000,5815500,1.8,10467,Ingen,1.0
Saxe Viks Veg 75,2/499/0/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Veggrunn Skogstien 0,2/500/0/0,0,100,0,0,1.8,0,Ingen,1.0
Veggrunn Sigurd Slembes Veg 0,2/501/0/0,0,100,0,0,4.0,0,Ingen,1.0
Gullhaugvegen 2D,2/502/0/0,8841000,70,320000,5868700,1.8,10563,Ingen,1.0
Ekornvegen 7B,2/504/0/0,5594000,70,640000,3275800,1.8,5896,Ingen,2.0
Rikkasveg 3 0,2/505/0/0,0,100,0,0,1.8,0,Ingen,1.0
Bautavegen 18A,2/510/0/0,4779000,70,320000,3025300,1.8,5445,Ingen,1.0
Rådyrvegen 4B,2/511/0/0,9026000,70,320000,5998200,1.8,10796,Ingen,1.0
Tillegg Til Ekornvegen 37 0,2/513/0/0,0,100,0,0,1.8,0,Ingen,1.0
Olav Magnussons Veg 10A,2/515/0/0,6886000,70,640000,4180200,1.8,7524,Ingen,2.0
Saxe Viks Veg 40,2/516/0/0,5267000,70,320000,3366900,1.8,6060,Ingen,1.0
Saxe Viks Veg 42,2/517/0/0,5267000,70,320000,3366900,1.8,6060,Ingen,1.0
Olav Magnussons Veg 12C,2/518/0/0,4990000,70,320000,3173000,1.8,5711,Ingen,1.0
Tillegg Til Gnr 2 Bnr 162 0,2/521/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rønningsvegen 25B,2/522/0/1,5503000,70,320000,3532100,1.8,6357,Ingen,1.0
Rønningsvegen 25A,2/522/0/2,5206000,70,320000,3324200,1.8,5983,Ingen,1.0
Rønningsvegen 29,2/524/0/0,6832000,70,640000,4142400,1.8,7456,Ingen,2.0
Ekornvegen 20A,2/525/0/0,4139000,70,320000,2577300,1.8,4639,Ingen,1.0
Ekornvegen 20B,2/526/0/0,4139000,70,320000,2577300,1.8,4639,Ingen,1.0
Ekornvegen 20C,2/527/0/0,4067000,70,320000,2526900,1.8,4548,Ingen,1.0
Saxe Viks Veg 58,2/529/0/0,84000,100,0,84000,1.8,151,Ingen,1.0
Haukvegen 12,2/530/0/0,3265000,70,640000,1645500,1.8,2961,Ingen,2.0
Tillegg 2 Til 2/2 0,2/531/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saksvikkorsen 0,2/533/0/0,0,100,0,0,4.0,0,Ingen,1.0
Rønningsvegen 20,2/536/0/0,3507000,70,320000,2134900,1.8,3842,Ingen,1.0
Rønningsvegen 28,2/540/0/0,6642000,70,640000,4009400,1.8,7216,Ingen,2.0
Saxe Viks Veg 44,2/541/0/0,6697000,70,320000,4367900,1.8,7862,Ingen,1.0
Pumpestasjon Stibakken 0,2/544/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rønningsvegen 24,2/545/0/0,6058000,70,320000,3920600,1.8,7057,Ingen,1.0
Rønningsvegen 30,2/546/0/0,7773000,70,640000,4801100,1.8,8641,Ingen,2.0
Lillesjøvegen 10,2/547/0/0,6615000,70,640000,3990500,1.8,7182,Ingen,2.0
Lillesjøvegen 12,2/548/0/0,12148000,70,960000,7543600,1.8,13578,Ingen,3.0
Lillesjøvegen 14,2/549/0/0,8427000,70,640000,5258900,1.8,9466,Ingen,2.0
Lillesjøvegen 13,2/550/0/0,8648000,70,640000,5413600,1.8,9744,Ingen,2.0
Rønningsvegen 32,2/551/0/0,5000000,70,640000,2860000,1.8,5148,Ingen,2.0
Rønningsvegen 23A,2/553/0/0,3400000,70,320000,2060000,1.8,3708,Ingen,1.0
Rønningsvegen 26,2/554/0/0,0,100,0,0,1.8,0,Ingen,1.0
Lauglobuen 16B,2/555/0/0,4278000,70,320000,2674600,1.8,4814,Ingen,1.0
Falkvegen 8,2/556/0/0,5401000,70,320000,3460700,1.8,6229,Ingen,1.0
Tillegg Til Gnr. 2 Bnr. 80 0,2/557/0/0,0,100,0,0,1.8,0,Ingen,1.0
Malvikvegen 179,2/558/0/0,0,100,0,0,1.8,0,Ingen,1.0
Skogstien 4,2/559/0/0,8000000,70,640000,4960000,1.8,8928,Ingen,2.0
Saxe Viks Veg 57,2/560/0/0,5502000,70,640000,3211400,1.8,5780,Ingen,2.0
Saxeborgvegen 2A,2/561/0/1,6473000,70,320000,4211100,1.8,7579,Ingen,1.0
Saxeborgvegen 2B,2/561/0/2,5370000,70,320000,3439000,1.8,6190,Ingen,1.0
Saxeborgvegen 4,2/562/0/0,6669000,70,320000,4348300,1.8,7826,Ingen,1.0
Saxeborgvegen 6,2/563/0/0,10392000,70,640000,6634400,1.8,11941,Ingen,2.0
Saxeborgvegen 1,2/564/0/0,6859000,70,640000,4161300,1.8,7490,Ingen,2.0
Saxeborgvegen 3B,2/565/0/1,7771000,70,320000,5119700,1.8,9215,Ingen,1.0
Saxeborgvegen 3A,2/565/0/2,7771000,70,320000,5119700,1.8,9215,Ingen,1.0
Sigurd Slembes Veg 30,2/569/0/0,5455000,70,320000,3498500,1.8,6297,Ingen,1.0
Adkomstv 0,2/570/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxeborgvegen 5B,2/571/0/0,7283000,70,320000,4778100,1.8,8600,Ingen,1.0
Elgstien 2,2/572/0/0,7076000,70,320000,4633200,1.8,8339,Ingen,1.0
Elgstien 4,2/573/0/0,5297000,70,320000,3387900,1.8,6098,Ingen,1.0
Elgstien 6,2/574/0/0,5102000,70,320000,3251400,1.8,5852,Ingen,1.0
Elgstien 8,2/575/0/0,6832000,70,320000,4462400,1.8,8032,Ingen,1.0
Elgstien 10,2/576/0/0,5655000,70,320000,3638500,1.8,6549,Ingen,1.0
2/577/0/0 0,2/577/0/0,182000,100,0,182000,1.8,327,Ingen,1.0
2/578/0/0 0,2/578/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rønningsvegen 22,2/579/0/0,6912000,70,640000,4198400,1.8,7557,Ingen,2.0
2/580/0/0 0,2/580/0/0,0,100,0,0,1.8,0,Ingen,1.0
Duevegen 3B,2/581/0/0,5061000,70,640000,2902700,1.8,5224,Ingen,2.0
Vidsjåvegen 11,2/583/0/0,8648000,70,640000,5413600,1.8,9744,Ingen,2.0
Vidsjåvegen 9,2/584/0/0,8929000,70,640000,5610300,1.8,10098,Ingen,2.0
Vidsjåvegen 13,2/585/0/0,10131000,70,320000,6771700,1.8,12189,Ingen,1.0
Vidsjåvegen 7,2/586/0/0,10305000,70,320000,6893500,1.8,12408,Ingen,1.0
Vidsjåvegen 4,2/587/0/0,7912000,70,640000,4898400,1.8,8817,Ingen,2.0
Vidsjåvegen 2,2/588/0/0,10189000,70,320000,6812300,1.8,12262,Ingen,1.0
Ekornvegen 3A,2/589/0/0,5009000,70,320000,3186300,1.8,5735,Ingen,1.0
Gullhaugvegen 20A,2/590/0/0,6641000,70,640000,4008700,1.8,7215,Ingen,2.0
Magnus Barfots Veg 3A,2/592/0/0,8648000,70,320000,5733600,1.8,10320,Ingen,1.0
2/593/0/0 0,2/593/0/0,0,100,0,0,1.8,0,Ingen,1.0
2/594/0/0 0,2/594/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 8B,2/602/0/0,7885000,70,320000,5199500,1.8,9359,Ingen,1.0
Gullhaugvegen 2B,2/603/0/1,4344000,70,320000,2720800,1.8,4897,Ingen,1.0
Gullhaugvegen 2C,2/603/0/2,3730000,70,320000,2291000,1.8,4123,Ingen,1.0
Sigurd Slembes Veg 24A,2/606/0/0,11977000,70,320000,8063900,1.8,14515,Ingen,1.0
Saxe Viks veg 49A,2/610/0/0,4855000,70,320000,3078500,1.8,5541,Ingen,1.0
Saxe Viks Veg 49B,2/611/0/0,5112000,70,320000,3258400,1.8,5865,Ingen,1.0
Rønningsvegen 16,3/2/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Sjøvegen 11,3/5/0/0,3182000,70,320000,1907400,1.8,3433,Ingen,1.0
Sjøvegen 13,3/8/0/0,5930000,70,640000,3511000,1.8,6319,Ingen,2.0
Sjøvegen 9A,3/11/0/0,9787000,70,320000,6530900,1.8,11755,Ingen,1.0
Rønningsvegen 18B,3/14/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Vikastrand 0,3/15/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 7B,3/16/0/0,4330000,70,320000,2711000,1.8,4879,Ingen,1.0
Sjøvegen 21,3/17/0/0,5572000,70,320000,3580400,1.8,6444,Ingen,1.0
Kongshaugvegen 8,3/19/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Rønningsvegen 14,3/22/0/0,3826000,70,320000,2358200,1.8,4244,Ingen,1.0
Rønningsvegen 17,3/23/0/0,6323000,70,640000,3786100,1.8,6814,Ingen,2.0
Rønningsvegen 15,3/24/0/0,6515000,70,320000,4240500,1.8,7632,Ingen,1.0
Sjøvegen 3,3/25/0/0,5480000,70,320000,3516000,1.8,6328,Ingen,1.0
Adkomsten 0,3/26/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 7A,3/27/0/0,3854000,70,320000,2377800,1.8,4280,Ingen,1.0
Sjøvegen 23,3/28/0/0,7519000,70,320000,4943300,1.8,8897,Ingen,1.0
Sjøvegen 5,3/29/0/0,3580000,70,320000,2186000,1.8,3934,Ingen,1.0
Kongshaugvegen 6,3/31/0/0,5549000,70,320000,3564300,1.8,6415,Ingen,1.0
Sjøvegen 15,3/32/0/0,5061000,70,320000,3222700,1.8,5800,Ingen,1.0
Rønningsvegen 9,3/55/0/0,9862000,70,640000,6263400,1.8,11274,Ingen,2.0
Sjøvegen 17,3/56/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Vik 0,3/57/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 19C,3/58/0/0,4898000,70,320000,3108600,1.8,5595,Ingen,1.0
3/61/0/1 0,3/61/0/1,5269000,100,0,5269000,4.0,21076,Ingen,1.0
3/61/0/2 0,3/61/0/2,5943000,100,0,5943000,4.0,23772,Ingen,1.0
Stasjonsvegen 3,3/65/0/0,124368000,70,11840000,75217600,1.8,135391,Ingen,37.0
Rønningsvegen 7,3/66/0/0,6533000,70,320000,4253100,1.8,7655,Ingen,1.0
Rønningsvegen 13,3/67/0/0,6430000,70,640000,3861000,1.8,6949,Ingen,2.0
Rønningsvegen 11,3/68/0/0,3553000,70,320000,2167100,1.8,3900,Ingen,1.0
Rønningsvegen 12,3/69/0/0,6365000,70,640000,3815500,1.8,6867,Ingen,2.0
Rønningsvegen 10,3/70/0/0,5108000,70,320000,3255600,1.8,5860,Ingen,1.0
Stasjonsvegen 1,3/71/0/0,19455000,100,0,19455000,4.0,77820,Ingen,1.0
Sjøvegen 19A,3/72/0/0,8421000,70,320000,5574700,1.8,10034,Ingen,1.0
Sjøvegen 19B,3/73/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sjøvegen 17 B. 0,3/74/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rønningsvegen 18A,3/76/0/0,6450000,70,320000,4195000,1.8,7551,Ingen,1.0
Rønningsvegen 8,3/77/0/0,9568000,70,960000,5737600,1.8,10327,Ingen,3.0
3/79/0/0 0,3/79/0/0,168000,100,0,168000,1.8,302,Ingen,1.0
Sjøvegen 9B,3/81/0/0,8841000,70,320000,5868700,1.8,10563,Ingen,1.0
Malvikvegen 300,4/1/0/0,1770000,70,960000,279000,1.8,502,§ 5 h delvis,3.0
Ålivegen 2B,4/2/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Granholtvegen 14,4/3/0/0,5061000,70,640000,2902700,1.8,5224,Ingen,2.0
Ekornvegen 4,4/4/0/0,7645000,70,320000,5031500,1.8,9056,Ingen,1.0
Ålivegen 14,4/5/0/0,6493000,70,640000,3905100,1.8,7029,Ingen,2.0
Granholtvegen 4,4/6/0/1,5081000,70,320000,3236700,1.8,5826,Ingen,1.0
Granholtvegen 4,4/6/0/2,5035000,70,320000,3204500,1.8,5768,Ingen,1.0
