Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Ålivegen 9,4/15/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Granholtvegen 10,4/16/0/0,5 047 000,70%,200 000 3 332 900,"1,9‰",6 332,Ingen,
Malvikvegen 310,4/17/0/0,5 001 000,70%,400 000 3 100 700,"1,9‰",5 891,Ingen,
Kongshaugfjæra 5,4/19/0/0,840 000,70%,200 000 388 000,"1,9‰",737,Ingen,
Asplundvegen 11,4/20/0/0,3 124 000,70%,200 000 1 986 800,"1,9‰",3 774,Ingen,
Asplundvegen 5,4/21/0/0,5 207 000,70%,200 000 3 444 900,"1,9‰",6 545,Ingen,
Granholtvegen 1,4/22/0/0,10 695 000,70%,200 000 7 286 500,"1,9‰",13 844,Ingen,
Ekornvegen 2A,4/23/0/0,4 955 000,70%,200 000 3 268 500,"1,9‰",6 210,Ingen,
Kongshaugvegen 10,4/25/0/0,5 673 000,70%,400 000 3 571 100,"1,9‰",6 785,Ingen,
Kongshaugvegen 12,4/26/0/0,5 114 000,70%,400 000 3 179 800,"1,9‰",6 041,Ingen,
Kongshaugfjæra 1,4/27/0/0,963 000,70%,200 000 474 100,"1,9‰",900,Ingen,
Ekornvegen 2B,4/29/0/0,9 415 000,70%,400 000 6 190 500,"1,9‰",11 761,Ingen,
Granholtvegen 5,4/30/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Granholtvegen 3,4/31/0/1,1 850 000,70%,200 000 1 095 000,"1,9‰",2 080,Ingen,
Granholtvegen 3,4/31/0/2,2 995 000,70%,200 000 1 896 500,"1,9‰",3 603,Ingen,
Granholtvegen 3,4/31/0/3,4 100 000,70%,200 000 2 670 000,"1,9‰",5 073,Ingen,
Asplundvegen 13,4/33/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
Asplundvegen 9,4/34/0/0,4 481 000,70%,200 000 2 936 700,"1,9‰",5 579,Ingen,
Kongshaugfjæra 7,4/35/0/0,1 240 000,70%,200 000 668 000,"1,9‰",1 269,Ingen,
Kongshaugfjæra 9,4/36/0/0,426 000,70%,200 000 98 200,"1,9‰",186,Ingen,
Malvikvegen 316,4/37/0/0,767 000,70%,200 000 336 900,"1,9‰",640,Ingen,
Ålivegen 10,4/38/0/0,6 416 000,70%,400 000 4 091 200,"1,9‰",7 773,Ingen,
Vikhammerdalen 4,4/41/0/0,7 511 000,70%,400 000 4 857 700,"1,9‰",9 229,Ingen,
Ålivegen 16,4/42/0/0,5 024 000,70%,200 000 3 316 800,"1,9‰",6 301,Ingen,
Ålivegen 13,4/44/0/0,7 491 000,70%,400 000 4 843 700,"1,9‰",9 203,Ingen,
Ålivegen 11A,4/45/0/0,7 112 000,70%,400 000 4 578 400,"1,9‰",8 698,Ingen,
Kongshaugvegen 3,4/46/0/0,4 506 000,70%,200 000 2 954 200,"1,9‰",5 612,Ingen,
Granholtvegen 2,4/48/0/0,6 477 000,70%,200 000 4 333 900,"1,9‰",8 234,Ingen,
Asplundvegen 17,4/50/0/0,4 495 000,70%,400 000 2 746 500,"1,9‰",5 218,Ingen,
Ålivegen 18,4/52/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Ålivegen 20,4/54/0/0,5 532 000,70%,400 000 3 472 400,"1,9‰",6 597,Ingen,
Asplundvegen 19,4/55/0/0,7 386 000,70%,400 000 4 770 200,"1,9‰",9 063,Ingen,
Asplundvegen 15,4/58/0/0,5 542 000,70%,200 000 3 679 400,"1,9‰",6 990,Ingen,
Seljevegen 5,4/60/0/0,4 506 000,70%,200 000 2 954 200,"1,9‰",5 612,Ingen,
Seljevegen 3,4/61/0/0,4 026 000,70%,400 000 2 418 200,"1,9‰",4 594,Ingen,
Seljevegen 1,4/62/0/0,7 042 000,70%,200 000 4 729 400,"1,9‰",8 985,Ingen,
Seljevegen 6,4/63/0/0,5 804 000,70%,200 000 3 862 800,"1,9‰",7 339,Ingen,
Seljevegen 4,4/64/0/0,6 312 000,70%,400 000 4 018 400,"1,9‰",7 634,Ingen,
Seljevegen 2,4/65/0/0,6 310 000,70%,400 000 4 017 000,"1,9‰",7 632,Ingen,
Heggvegen 3,4/66/0/0,3 593 000,70%,200 000 2 315 100,"1,9‰",4 398,Ingen,
Heggvegen 1,4/67/0/0,6 863 000,70%,400 000 4 404 100,"1,9‰",8 367,Ingen,
Ålivegen 4,4/68/0/0,3 431 000,70%,200 000 2 201 700,"1,9‰",4 183,Ingen,
Kongshaugvegen 1,4/72/0/0,6 722 000,70%,400 000 4 305 400,"1,9‰",8 180,Ingen,
Granholtvegen 9,4/73/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Granholtvegen 11,4/74/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Malvikvegen 314,4/75/0/0,2 863 000,70%,400 000 1 604 100,"1,9‰",3 047,Ingen,
Kongshaugfjæra 3,4/76/0/0,732 000,70%,200 000 312 400,"1,9‰",593,Ingen,
Ålivegen 12,4/77/0/0,3 778 000,70%,200 000 2 444 600,"1,9‰",4 644,Ingen,
Kongshaugvegen 5,4/80/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Kongshaugvegen 7,4/81/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Heggvegen 2,4/82/0/0,6 124 000,70%,200 000 4 086 800,"1,9‰",7 764,Ingen,
Ekornvegen 10A,4/84/0/1,3 932 000,70%,200 000 2 552 400,"1,9‰",4 849,Ingen,
Ekornvegen 10B,4/84/0/2,3 919 000,70%,200 000 2 543 300,"1,9‰",4 832,Ingen,
Granholtvegen 12,4/85/0/0,4 481 000,70%,200 000 2 936 700,"1,9‰",5 579,Ingen,
Ålivegen 6,4/87/0/0,5 997 000,70%,400 000 3 797 900,"1,9‰",7 216,Ingen,
Ålivegen 6B,4/88/0/0,4 286 000,70%,400 000 2 600 200,"1,9‰",4 940,Ingen,
Ålivegen 6C,4/89/0/0,4 035 000,70%,200 000 2 624 500,"1,9‰",4 986,Ingen,
Ekornvegen 18,4/90/0/0,6 863 000,70%,400 000 4 404 100,"1,9‰",8 367,Ingen,
Asplundvegen 4,4/91/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Asplundvegen 2,4/94/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Granholtvegen 8,4/95/0/0,5 342 000,70%,400 000 3 339 400,"1,9‰",6 344,Ingen,
Ålivegen 6D,4/96/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Ålivegen 6A,4/97/0/0,5 070 000,70%,200 000 3 349 000,"1,9‰",6 363,Ingen,
Ekornvegen 2,4/105/0/0,5 564 000,70%,200 000 3 694 800,"1,9‰",7 020,Ingen,
Asplundvegen 7,4/107/0/0,5 297 000,70%,200 000 3 507 900,"1,9‰",6 665,Ingen,
Ekornvegen 12,4/108/0/0,5 116 000,70%,200 000 3 381 200,"1,9‰",6 424,Ingen,
Ekornvegen 16,4/111/0/0,8 111 000,70%,200 000 5 477 700,"1,9‰",10 407,Ingen,
Ekornvegen 14C,4/113/0/1,3 120 000,70%,200 000 1 984 000,"1,9‰",3 769,Ingen,
Ekornvegen 14A,4/113/0/2,1 440 000,70%,400 000 608 000,"1,9‰",1 155,Ingen,
Ekornvegen 14B,4/113/0/3,1 440 000,70%,200 000 808 000,"1,9‰",1 535,Ingen,
Asplundvegen 8B,4/114/0/0,4 829 000,70%,200 000 3 180 300,"1,9‰",6 042,Ingen,
Asplundvegen 8A,4/116/0/0,5 911 000,70%,200 000 3 937 700,"1,9‰",7 481,Ingen,
Malvikvegen 312,4/117/0/0,4 286 000,70%,200 000 2 800 200,"1,9‰",5 320,Ingen,
Ekornvegen 8,4/118/0/0,5 760 000,70%,200 000 3 832 000,"1,9‰",7 280,Ingen,
Kongshaugvegen 4,4/120/0/0,5 431 000,70%,200 000 3 601 700,"1,9‰",6 843,Ingen,
Gullhaugvegen 3A,4/129/0/0,6 883 000,70%,400 000 4 418 100,"1,9‰",8 394,Ingen,
Gullhaugvegen 3B,4/130/0/0,5 954 000,70%,200 000 3 967 800,"1,9‰",7 538,Ingen,
Svarttrostvegen 1,4/131/0/0,6 215 000,70%,200 000 4 150 500,"1,9‰",7 885,Ingen,
Svarttrostvegen 3,4/132/0/0,4 721 000,70%,200 000 3 104 700,"1,9‰",5 898,Ingen,
Svarttrostvegen 5,4/133/0/0,4 310 000,70%,400 000 2 617 000,"1,9‰",4 972,Ingen,
Svarttrostvegen 7,4/134/0/0,7 655 000,70%,600 000 4 758 500,"1,9‰",9 041,Ingen,
Svarttrostvegen 9,4/135/0/0,4 978 000,70%,200 000 3 284 600,"1,9‰",6 240,Ingen,
Svarttrostvegen 11,4/136/0/0,6 863 000,70%,400 000 4 404 100,"1,9‰",8 367,Ingen,
Svarttrostvegen 13,4/137/0/0,6 682 000,70%,200 000 4 477 400,"1,9‰",8 507,Ingen,
Svarttrostvegen 15,4/138/0/0,5 453 000,70%,200 000 3 617 100,"1,9‰",6 872,Ingen,
Svarttrostvegen 2,4/139/0/0,6 060 000,70%,200 000 4 042 000,"1,9‰",7 679,Ingen,
Svarttrostvegen 4,4/140/0/0,6 187 000,70%,400 000 3 930 900,"1,9‰",7 468,Ingen,
Svarttrostvegen 6,4/141/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Svarttrostvegen 8,4/142/0/0,5 997 000,70%,400 000 3 797 900,"1,9‰",7 216,Ingen,
Svarttrostvegen 10,4/143/0/0,6 762 000,70%,200 000 4 533 400,"1,9‰",8 613,Ingen,
Svarttrostvegen 12,4/144/0/0,5 975 000,70%,200 000 3 982 500,"1,9‰",7 566,Ingen,
Svarttrostvegen 14,4/145/0/0,6 208 000,70%,200 000 4 145 600,"1,9‰",7 876,Ingen,
Svarttrostvegen 16,4/146/0/0,5 890 000,70%,200 000 3 923 000,"1,9‰",7 453,Ingen,
Gullhaugvegen 5,4/147/0/0,7 587 000,70%,400 000 4 910 900,"1,9‰",9 330,Ingen,
Gullhaugvegen 7,4/148/0/0,7 317 000,70%,200 000 4 921 900,"1,9‰",9 351,Ingen,
Gullhaugvegen 9,4/149/0/0,4 815 000,70%,200 000 3 170 500,"1,9‰",6 023,Ingen,
Gullhaugvegen 11,4/150/0/0,4 932 000,70%,200 000 3 252 400,"1,9‰",6 179,Ingen,
Gullhaugvegen 15,4/151/0/0,5 890 000,70%,200 000 3 923 000,"1,9‰",7 453,Ingen,
Gullhaugvegen 21,4/152/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Gullhaugvegen 23,4/153/0/0,6 102 000,70%,200 000 4 071 400,"1,9‰",7 735,Ingen,
Gullhaugvegen 25,4/154/0/0,5 911 000,70%,200 000 3 937 700,"1,9‰",7 481,Ingen,
Gullhaugvegen 27,4/155/0/0,6 166 000,70%,400 000 3 916 200,"1,9‰",7 440,Ingen,
Gullhaugvegen 12A,4/156/0/0,4 942 000,70%,200 000 3 259 400,"1,9‰",6 192,Ingen,
Gullhaugvegen 14,4/157/0/0,6 923 000,70%,200 000 4 646 100,"1,9‰",8 827,Ingen,
Gullhaugvegen 16,4/158/0/0,7 239 000,70%,200 000 4 867 300,"1,9‰",9 247,Ingen,
Gullhaugvegen 18,4/159/0/0,5 229 000,70%,200 000 3 460 300,"1,9‰",6 574,Ingen,
Gullhaugvegen 28,4/160/0/0,6 060 000,70%,400 000 3 842 000,"1,9‰",7 299,Ingen,
Gullhaugvegen 30,4/161/0/0,6 445 000,70%,200 000 4 311 500,"1,9‰",8 191,Ingen,
Gullhaugvegen 32,4/162/0/0,6 124 000,70%,200 000 4 086 800,"1,9‰",7 764,Ingen,
Gullhaugvegen 34,4/163/0/0,6 187 000,70%,200 000 4 130 900,"1,9‰",7 848,Ingen,
Gullhaugvegen 36,4/164/0/0,6 580 000,70%,400 000 4 206 000,"1,9‰",7 991,Ingen,
Gullhaugvegen 38,4/165/0/0,6 039 000,70%,200 000 4 027 300,"1,9‰",7 651,Ingen,
Gullhaugvegen 40,4/166/0/0,6 208 000,70%,200 000 4 145 600,"1,9‰",7 876,Ingen,
Gullhaugvegen 42,4/167/0/0,4 554 000,70%,200 000 2 987 800,"1,9‰",5 676,Ingen,
Gullhaugvegen 44,4/168/0/0,5 933 000,70%,200 000 3 953 100,"1,9‰",7 510,Ingen,
Gullhaugvegen 46,4/169/0/0,8 040 000,70%,400 000 5 228 000,"1,9‰",9 933,Ingen,
Gullhaugvegen 48,4/170/0/0,7 298 000,70%,200 000 4 908 600,"1,9‰",9 326,Ingen,
Gullhaugvegen 50,4/171/0/0,5 001 000,70%,200 000 3 300 700,"1,9‰",6 271,Ingen,
Ålivegen 1,4/173/0/0,8 393 000,70%,400 000 5 475 100,"1,9‰",10 402,Ingen,
Asplundvegen 12,4/174/0/0,5 210 000,70%,200 000 3 447 000,"1,9‰",6 549,Ingen,
Asplundvegen 10,4/175/0/0,5 520 000,70%,200 000 3 664 000,"1,9‰",6 961,Ingen,
Kongshaugvegen 1 C 0,4/178/0/0,78 000,100%,0 78 000,"1,9‰",148,Ingen,
Gullhaugvegen 19,4/183/0/0,8 087 000,70%,200 000 5 460 900,"1,9‰",10 375,Ingen,
Ålivegen 11B,4/184/0/0,5 065 000,70%,200 000 3 345 500,"1,9‰",6 356,Ingen,
Ålivegen 16B,4/185/0/0,6 705 000,70%,200 000 4 493 500,"1,9‰",8 537,Ingen,
Gullhaugvegen 12B,4/186/0/0,4 717 000,70%,200 000 3 101 900,"1,9‰",5 893,Ingen,
Gullhaugvegen 17,4/189/0/0,7 087 000,70%,200 000 4 760 900,"1,9‰",9 045,Ingen,
Ålivegen 2C,4/190/0/0,7 484 000,70%,200 000 5 038 800,"1,9‰",9 573,Ingen,
Gullhaugvegen 1A,4/191/0/0,4 151 000,70%,200 000 2 705 700,"1,9‰",5 140,Ingen,
Granholtvegen 6D,4/192/0/1,4 404 000,70%,200 000 2 882 800,"1,9‰",5 477,Ingen,
Granholtvegen 6C,4/192/0/2,4 284 000,70%,200 000 2 798 800,"1,9‰",5 317,Ingen,
Granholtvegen 6B,4/192/0/3,4 284 000,70%,200 000 2 798 800,"1,9‰",5 317,Ingen,
Granholtvegen 6A,4/192/0/4,4 304 000,70%,200 000 2 812 800,"1,9‰",5 344,Ingen,
Malvikvegen 308,4/193/0/0,9 008 000,70%,400 000 5 905 600,"1,9‰",11 220,Ingen,
Asplundvegen 8C,4/194/0/0,9 502 000,70%,200 000 6 451 400,"1,9‰",12 257,Ingen,
Rognvegen 22,4/200/0/0,8 685 000,70%,200 000 5 879 500,"1,9‰",11 171,Ingen,
Rognvegen 20,4/201/0/0,8 720 000,70%,200 000 5 904 000,"1,9‰",11 217,Ingen,
Rognvegen 18,4/202/0/0,9 064 000,70%,200 000 6 144 800,"1,9‰",11 675,Ingen,
Rognvegen 16,4/203/0/0,8 616 000,70%,200 000 5 831 200,"1,9‰",11 079,Ingen,
Rognvegen 14,4/204/0/0,8 685 000,70%,200 000 5 879 500,"1,9‰",11 171,Ingen,
Lerkvegen 33,4/205/0/1,2 890 000,70%,200 000 1 823 000,"1,9‰",3 463,Ingen,
Lerkvegen 31,4/205/0/2,3 040 000,70%,200 000 1 928 000,"1,9‰",3 663,Ingen,
Lerkvegen 31,4/205/0/3,3 386 000,70%,200 000 2 170 200,"1,9‰",4 123,Ingen,
Lerkvegen 31,4/205/0/4,2 788 000,70%,200 000 1 751 600,"1,9‰",3 328,Ingen,
Lerkvegen 31,4/205/0/6,5 443 000,70%,200 000 3 610 100,"1,9‰",6 859,Ingen,
Lerkvegen 31,4/205/0/7,3 531 000,70%,200 000 2 271 700,"1,9‰",4 316,Ingen,
Lerkvegen 31,4/205/0/8,2 788 000,70%,200 000 1 751 600,"1,9‰",3 328,Ingen,
Lerkvegen 31,4/205/0/9,2 737 000,70%,200 000 1 715 900,"1,9‰",3 260,Ingen,
Lerkvegen 31,4/205/0/10,5 313 000,70%,200 000 3 519 100,"1,9‰",6 686,Ingen,
Lerkvegen 31,4/205/0/11,3 386 000,70%,200 000 2 170 200,"1,9‰",4 123,Ingen,
Lerkvegen 31,4/205/0/12,2 788 000,70%,200 000 1 751 600,"1,9‰",3 328,Ingen,
Lerkvegen 31,4/205/0/13,2 737 000,70%,200 000 1 715 900,"1,9‰",3 260,Ingen,
Lerkvegen 31,4/205/0/14,5 400 000,70%,200 000 3 580 000,"1,9‰",6 802,Ingen,
Lerkvegen 31,4/205/0/15,3 579 000,70%,200 000 2 305 300,"1,9‰",4 380,Ingen,
Lerkvegen 31,4/205/0/16,2 839 000,70%,200 000 1 787 300,"1,9‰",3 395,Ingen,
Lerkvegen 31,4/205/0/17,2 890 000,70%,200 000 1 823 000,"1,9‰",3 463,Ingen,
Lerkvegen 31,4/205/0/18,6 170 000,70%,200 000 4 119 000,"1,9‰",7 826,Ingen,
Lerkvegen 31,4/205/0/19,4 961 000,70%,200 000 3 272 700,"1,9‰",6 218,Ingen,
Lerkvegen 27,4/205/0/21,2 890 000,70%,200 000 1 823 000,"1,9‰",3 463,Ingen,
Lerkvegen 25,4/205/0/22,4 005 000,70%,200 000 2 603 500,"1,9‰",4 946,Ingen,
Lerkvegen 23,4/205/0/23,4 872 000,70%,200 000 3 210 400,"1,9‰",6 099,Ingen,
Lerkvegen 29,4/205/0/24,3 579 000,70%,200 000 2 305 300,"1,9‰",4 380,Ingen,
Lerkvegen 29,4/205/0/25,2 839 000,70%,200 000 1 787 300,"1,9‰",3 395,Ingen,
Lerkvegen 29,4/205/0/26,3 958 000,70%,200 000 2 570 600,"1,9‰",4 884,Ingen,
Lerkvegen 29,4/205/0/27,5 049 000,70%,200 000 3 334 300,"1,9‰",6 335,Ingen,
Lerkvegen 29,4/205/0/28,2 097 000,70%,200 000 1 267 900,"1,9‰",2 409,Ingen,
Lerkvegen 29,4/205/0/29,2 685 000,70%,200 000 1 679 500,"1,9‰",3 191,Ingen,
Lerkvegen 29,4/205/0/30,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Lerkvegen 29,4/205/0/31,4 872 000,70%,200 000 3 210 400,"1,9‰",6 099,Ingen,
Lerkvegen 29,4/205/0/32,3 531 000,70%,200 000 2 271 700,"1,9‰",4 316,Ingen,
Lerkvegen 29,4/205/0/33,1 609 000,70%,200 000 926 300,"1,9‰",1 759,Ingen,
Lerkvegen 29,4/205/0/34,4 237 000,70%,200 000 2 765 900,"1,9‰",5 255,Ingen,
Lerkvegen 29,4/205/0/35,4 916 000,70%,200 000 3 241 200,"1,9‰",6 158,Ingen,
Lerkvegen 29,4/205/0/36,4 343 000,70%,200 000 2 840 100,"1,9‰",5 396,Ingen,
Rognvegen 10,4/205/0/38,2 685 000,70%,200 000 1 679 500,"1,9‰",3 191,Ingen,
Rognvegen 12,4/205/0/40,2 685 000,70%,200 000 1 679 500,"1,9‰",3 191,Ingen,
Rognvegen 12,4/205/0/41,3 483 000,70%,200 000 2 238 100,"1,9‰",4 252,Ingen,
Rognvegen 12,4/205/0/42,4 421 000,70%,200 000 2 894 700,"1,9‰",5 499,Ingen,
Rognvegen 12,4/205/0/43,4 466 000,70%,200 000 2 926 200,"1,9‰",5 559,Ingen,
Rognvegen 12,4/205/0/44,2 634 000,70%,200 000 1 643 800,"1,9‰",3 123,Ingen,
Rognvegen 12,4/205/0/45,3 579 000,70%,200 000 2 305 300,"1,9‰",4 380,Ingen,
Rognvegen 12,4/205/0/46,4 191 000,70%,200 000 2 733 700,"1,9‰",5 194,Ingen,
Rognvegen 12,4/205/0/47,4 693 000,70%,200 000 3 085 100,"1,9‰",5 861,Ingen,
Rognvegen 12,4/205/0/48,2 582 000,70%,200 000 1 607 400,"1,9‰",3 054,Ingen,
Rognvegen 12,4/205/0/49,3 675 000,70%,200 000 2 372 500,"1,9‰",4 507,Ingen,
Rognvegen 12,4/205/0/50,4 191 000,70%,200 000 2 733 700,"1,9‰",5 194,Ingen,
Rognvegen 12,4/205/0/51,5 916 000,70%,200 000 3 941 200,"1,9‰",7 488,Ingen,
Rognvegen 12,4/205/0/52,5 916 000,70%,200 000 3 941 200,"1,9‰",7 488,Ingen,
Lerkvegen 55,4/207/0/0,5 182 000,70%,200 000 3 427 400,"1,9‰",6 512,Ingen,
Lerkvegen 53,4/208/0/0,4 651 000,70%,200 000 3 055 700,"1,9‰",5 805,Ingen,
Lerkvegen 51,4/209/0/0,4 651 000,70%,200 000 3 055 700,"1,9‰",5 805,Ingen,
Lerkvegen 49,4/210/0/0,4 651 000,70%,200 000 3 055 700,"1,9‰",5 805,Ingen,
Lerkvegen 47,4/211/0/0,4 675 000,70%,200 000 3 072 500,"1,9‰",5 837,Ingen,
Lerkvegen 45,4/212/0/0,4 744 000,70%,200 000 3 120 800,"1,9‰",5 929,Ingen,
Lerkvegen 43,4/213/0/0,5 077 000,70%,200 000 3 353 900,"1,9‰",6 372,Ingen,
Lerkvegen 41,4/214/0/0,5 077 000,70%,200 000 3 353 900,"1,9‰",6 372,Ingen,
Lerkvegen 39,4/215/0/0,5 736 000,70%,200 000 3 815 200,"1,9‰",7 248,Ingen,
Lerkvegen 37,4/216/0/0,5 034 000,70%,200 000 3 323 800,"1,9‰",6 315,Ingen,
Lerkvegen 35,4/217/0/0,5 245 000,70%,200 000 3 471 500,"1,9‰",6 595,Ingen,
Lerkvegen 19,4/219/0/1,3 193 000,70%,200 000 2 035 100,"1,9‰",3 866,Ingen,
Lerkvegen 17,4/219/0/2,2 839 000,70%,200 000 1 787 300,"1,9‰",3 395,Ingen,
Lerkvegen 15,4/219/0/3,3 817 000,70%,200 000 2 471 900,"1,9‰",4 696,Ingen,
Lerkvegen 13,4/219/0/4,3 864 000,70%,200 000 2 504 800,"1,9‰",4 759,Ingen,
Lerkvegen 13,4/219/0/5,5 873 000,70%,200 000 3 911 100,"1,9‰",7 431,Ingen,
Lerkvegen 13,4/219/0/6,3 193 000,70%,200 000 2 035 100,"1,9‰",3 866,Ingen,
Lerkvegen 13,4/219/0/7,2 788 000,70%,200 000 1 751 600,"1,9‰",3 328,Ingen,
Lerkvegen 13,4/219/0/8,2 291 000,70%,200 000 1 403 700,"1,9‰",2 667,Ingen,
Lerkvegen 13,4/219/0/9,2 305 000,70%,200 000 1 413 500,"1,9‰",2 685,Ingen,
Lerkvegen 13,4/219/0/10,3 677 000,70%,200 000 2 373 900,"1,9‰",4 510,Ingen,
Lerkvegen 13,4/219/0/11,3 193 000,70%,200 000 2 035 100,"1,9‰",3 866,Ingen,
Lerkvegen 13,4/219/0/12,2 839 000,70%,200 000 1 787 300,"1,9‰",3 395,Ingen,
Lerkvegen 13,4/219/0/13,2 291 000,70%,200 000 1 403 700,"1,9‰",2 667,Ingen,
Lerkvegen 13,4/219/0/14,3 958 000,70%,200 000 2 570 600,"1,9‰",4 884,Ingen,
Lerkvegen 13,4/219/0/15,5 443 000,70%,200 000 3 610 100,"1,9‰",6 859,Ingen,
Lerkvegen 13,4/219/0/16,3 193 000,70%,200 000 2 035 100,"1,9‰",3 866,Ingen,
Lerkvegen 13,4/219/0/17,2 839 000,70%,200 000 1 787 300,"1,9‰",3 395,Ingen,
Lerkvegen 13,4/219/0/18,2 291 000,70%,200 000 1 403 700,"1,9‰",2 667,Ingen,
Lerkvegen 13,4/219/0/19,3 864 000,70%,200 000 2 504 800,"1,9‰",4 759,Ingen,
Lerkvegen 13,4/219/0/20,5 487 000,70%,200 000 3 640 900,"1,9‰",6 917,Ingen,
Lerkvegen 13,4/219/0/21,5 873 000,70%,200 000 3 911 100,"1,9‰",7 431,Ingen,
Lerkvegen 13,4/219/0/22,2 270 000,70%,200 000 1 389 000,"1,9‰",2 639,Ingen,
Lerkvegen 13,4/219/0/23,4 404 000,70%,200 000 2 882 800,"1,9‰",5 477,Ingen,
Rognvegen 8,4/219/0/24,2 685 000,70%,200 000 1 679 500,"1,9‰",3 191,Ingen,
Rognvegen 8,4/219/0/26,2 634 000,70%,200 000 1 643 800,"1,9‰",3 123,Ingen,
Rognvegen 8,4/219/0/27,3 579 000,70%,200 000 2 305 300,"1,9‰",4 380,Ingen,
Rognvegen 8,4/219/0/28,4 512 000,70%,200 000 2 958 400,"1,9‰",5 620,Ingen,
Rognvegen 8,4/219/0/29,2 951 000,70%,200 000 1 865 700,"1,9‰",3 544,Ingen,
Rognvegen 8,4/219/0/30,2 788 000,70%,200 000 1 751 600,"1,9‰",3 328,Ingen,
Rognvegen 8,4/219/0/31,3 627 000,70%,200 000 2 338 900,"1,9‰",4 443,Ingen,
Rognvegen 8,4/219/0/32,4 557 000,70%,200 000 2 989 900,"1,9‰",5 680,Ingen,
Rognvegen 8,4/219/0/33,2 951 000,70%,200 000 1 865 700,"1,9‰",3 544,Ingen,
Rognvegen 8,4/219/0/34,2 737 000,70%,200 000 1 715 900,"1,9‰",3 260,Ingen,
Rognvegen 8,4/219/0/35,2 158 000,70%,200 000 1 310 600,"1,9‰",2 490,Ingen,
Rognvegen 8,4/219/0/36,4 375 000,70%,200 000 2 862 500,"1,9‰",5 438,Ingen,
Rognvegen 8,4/219/0/37,2 951 000,70%,200 000 1 865 700,"1,9‰",3 544,Ingen,
Rognvegen 8,4/219/0/38,2 634 000,70%,200 000 1 643 800,"1,9‰",3 123,Ingen,
Rognvegen 8,4/219/0/39,3 675 000,70%,200 000 2 372 500,"1,9‰",4 507,Ingen,
Rognvegen 8,4/219/0/40,4 557 000,70%,200 000 2 989 900,"1,9‰",5 680,Ingen,
Rognvegen 8,4/219/0/41,6 085 000,70%,200 000 4 059 500,"1,9‰",7 713,Ingen,
Rognvegen 8,4/219/0/42,4 834 000,70%,200 000 3 183 800,"1,9‰",6 049,Ingen,
Rognvegen 4,4/219/0/43,1 481 000,70%,200 000 836 700,"1,9‰",1 589,Ingen,
Rognvegen 2,4/219/0/44,1 418 000,70%,200 000 792 600,"1,9‰",1 505,Ingen,
Rognvegen 4,4/219/0/45,1 467 000,70%,200 000 826 900,"1,9‰",1 571,Ingen,
Rognvegen 4,4/219/0/46,2 176 000,70%,200 000 1 323 200,"1,9‰",2 514,Ingen,
Rognvegen 4,4/219/0/47,2 832 000,70%,200 000 1 782 400,"1,9‰",3 386,Ingen,
Rognvegen 4,4/219/0/48,2 958 000,70%,200 000 1 870 600,"1,9‰",3 554,Ingen,
Rognvegen 4,4/219/0/49,1 467 000,70%,200 000 826 900,"1,9‰",1 571,Ingen,
Rognvegen 4,4/219/0/50,2 165 000,70%,200 000 1 315 500,"1,9‰",2 499,Ingen,
Rognvegen 4,4/219/0/51,2 832 000,70%,200 000 1 782 400,"1,9‰",3 386,Ingen,
Rognvegen 4,4/219/0/52,2 958 000,70%,200 000 1 870 600,"1,9‰",3 554,Ingen,
Rognvegen 4,4/219/0/53,1 467 000,70%,200 000 826 900,"1,9‰",1 571,Ingen,
Rognvegen 4,4/219/0/54,2 165 000,70%,200 000 1 315 500,"1,9‰",2 499,Ingen,
Rognvegen 4,4/219/0/55,2 832 000,70%,200 000 1 782 400,"1,9‰",3 386,Ingen,
Rognvegen 4,4/219/0/56,2 958 000,70%,200 000 1 870 600,"1,9‰",3 554,Ingen,
Rognvegen 4,4/219/0/57,1 467 000,70%,200 000 826 900,"1,9‰",1 571,Ingen,
Rognvegen 4,4/219/0/58,2 165 000,70%,200 000 1 315 500,"1,9‰",2 499,Ingen,
Rognvegen 4,4/219/0/59,2 832 000,70%,200 000 1 782 400,"1,9‰",3 386,Ingen,
