Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Saxe Viks Veg 65,2/136/0/2,3248000,70,2000002073,600,1.9,3939,Ingen
Saxe Viks Veg 59,2/137/0/0,5342000,70,4000003339,400,1.9,6344,Ingen
Saxe Viks Veg 61,2/139/0/0,3566000,70,2000002296,200,1.9,4362,Ingen
Markabygdvegen 64,2/142/0/0,2498000,70,2000001548,600,1.9,2942,Ingen
Kåre Kongsbrors Veg 13,2/143/0/0,5116000,70,2000003381,200,1.9,6424,Ingen
Magnus Barfots Veg 17B,2/144/0/1,4078000,70,2000002654,600,1.9,5043,Ingen
Magnus Barfots Veg 17A,2/144/0/2,4078000,70,2000002654,600,1.9,5043,Ingen
Olav Magnussons Veg 12B,2/145/0/0,7102000,70,2000004771,400,1.9,9065,Ingen
Duevegen 12,2/147/0/0,5975000,70,2000003982,500,1.9,7566,Ingen
Kåre Kongsbrors Veg 7,2/148/0/0,5001000,70,2000003300,700,1.9,6271,Ingen
Kåre Kongsbrors Veg 8,2/149/0/0,3752000,70,2000002426,400,1.9,4610,Ingen
Ekornvegen 20D,2/150/0/0,5954000,70,2000003967,800,1.9,7538,Ingen
Kåre Kongsbrors Veg 2,2/151/0/0,5782000,70,2000003847,400,1.9,7310,Ingen
Kåre Kongsbrors Veg 6,2/152/0/0,3778000,70,2000002444,600,1.9,4644,Ingen
Kåre Kongsbrors Veg 10,2/153/0/0,3856000,70,2000002499,200,1.9,4748,Ingen
Sjøvegen 6,2/154/0/0,6621000,70,2000004434,700,1.9,8425,Ingen
Kåre Kongsbrors Veg 17B,2/155/0/0,6073000,70,4000003851,100,1.9,7317,Ingen
Magnus Barfots Veg 15,2/156/0/0,,,,,,,
Olav Magnussons Veg 34,2/157/0/0,3830000,70,2000002481,000,1.9,4713,Ingen
Kåre Kongsbrors Veg 17A,2/158/0/0,6116000,70,2000004081,200,1.9,7754,Ingen
Duevegen 14,2/159/0/0,2893000,70,2000001825,100,1.9,3467,Ingen
Kåre Kongsbrors Veg 23,2/160/0/0,,,,,,,
Kåre Kongsbrors Veg 21,2/161/0/0,6270000,70,4000003989,000,1.9,7579,Ingen
Kåre Kongsbrors Veg 15B,2/162/0/0,5847000,70,4000003692,900,1.9,7016,Ingen
Olav Magnussons Veg 44,2/163/0/0,4236000,70,2000002765,200,1.9,5253,Ingen
Olav Magnussons Veg 42A,2/164/0/0,4768000,70,2000003137,600,1.9,5961,Ingen
Olav Magnussons Veg 42B,2/165/0/0,5047000,70,2000003332,900,1.9,6332,Ingen
Sigrid Saxedatters Veg 4,2/166/0/0,4481000,70,2000002936,700,1.9,5579,Ingen
Sigrid Saxedatters Veg 6,2/167/0/1,4991000,70,2000003293,700,1.9,6258,Ingen
Sigrid Saxedatters Veg 6,2/167/0/2,3438000,70,2000002206,600,1.9,4192,Ingen
Sigrid Saxedatters Veg 3,2/169/0/0,4086000,70,2000002660,200,1.9,5054,Ingen
Sigrid Saxedatters Veg 8,2/170/0/0,3293000,70,2000002105,100,1.9,3999,Ingen
Kåre Kongsbrors Veg 12B,2/172/0/0,4331000,70,2000002831,700,1.9,5380,Ingen
Sigrid Saxedatters Veg 1A,2/173/0/1,2444000,70,2000001510,800,1.9,2870,Ingen
Sigrid Saxedatters Veg 1B,2/173/0/2,3215000,70,2000002050,500,1.9,3895,Ingen
Sigrid Saxedatters Veg 1A,2/173/0/3,2858000,70,2000001800,600,1.9,3421,Ingen
Duevegen 7,2/174/0/0,4479000,70,2000002935,300,1.9,5577,Ingen
Olav Magnussons Veg 69B,2/175/0/0,4186000,70,2000002730,200,1.9,5187,Ingen
Olav Magnussons Veg 69A,2/176/0/0,5453000,70,2000003617,100,1.9,6872,Ingen
Olsheim 0,2/177/0/0,,,,,,,
Tillegg Til Laupbakken 0,2/180/0/0,171000,100,0171,000,1.9,324,Ingen
Duevegen 10,2/181/0/0,4481000,70,2000002936,700,1.9,5579,Ingen
Saksvikkorsen 4,2/183/0/0,5652000,70,2000003756,400,1.9,7137,Ingen
Duevegen 5,2/185/0/0,4236000,70,2000002765,200,1.9,5253,Ingen
Kåre Kongsbrors Veg 16,2/187/0/0,5847000,70,2000003892,900,1.9,7396,Ingen
Kåre Kongsbrors Veg 18B,2/188/0/0,3593000,70,2000002315,100,1.9,4398,Ingen
Kåre Kongsbrors Veg 20,2/189/0/0,,,,,,,
Kåre Kongsbrors Veg 25,2/190/0/0,6229000,70,2000004160,300,1.9,7904,Ingen
Kåre Kongsbrors Veg 27,2/191/0/0,6963000,70,2000004674,100,1.9,8880,Ingen
Den Regulerte Del Av Sakshaug 0,2/194/0/0,,,,,,,
Saksvikkorsen 2,2/195/0/0,4086000,70,2000002660,200,1.9,5054,Ingen
Markabygdvegen 62,2/196/0/0,3959000,70,2000002571,300,1.9,4885,Ingen
Saxe Viks Veg 49,2/197/0/0,,,,,,,
Tillegg Til Orholt 0,2/199/0/0,,,,,,,
Stibakken 3,2/201/0/0,5586000,70,2000003710,200,1.9,7049,Ingen
Saxeborgvegen 12,2/203/0/0,4649000,70,2000003054,300,1.9,5803,Ingen
Stibakken 1,2/204/0/0,6060000,70,4000003842,000,1.9,7299,Ingen
Duevegen 2,2/205/0/0,3348000,70,2000002143,600,1.9,4072,Ingen
Olav Magnussons Veg 54,2/207/0/0,4261000,70,2000002782,700,1.9,5287,Ingen
Sigurd Slembes Veg 2,2/208/0/0,6312000,70,2000004218,400,1.9,8014,Ingen
Sigurd Slembes Veg 1,2/209/0/0,4408000,70,2000002885,600,1.9,5482,Ingen
Tora Saxedatters Veg 2,2/210/0/0,4161000,70,2000002712,700,1.9,5154,Ingen
Tora Saxedatters Veg 1,2/211/0/0,3672000,70,2000002370,400,1.9,4503,Ingen
Olav Magnussons Veg 56,2/212/0/0,5673000,70,2000003771,100,1.9,7165,Ingen
Olav Magnussons Veg 58,2/213/0/0,4136000,70,2000002695,200,1.9,5120,Ingen
Olav Magnussons Veg 60,2/214/0/0,8079000,70,2000005455,300,1.9,10365,Ingen
Olav Magnussons Veg 62,2/215/0/0,4978000,70,4000003084,600,1.9,5860,Ingen
Olav Magnussons Veg 64,2/216/0/0,4862000,70,2000003203,400,1.9,6086,Ingen
Tora Saxedatters Veg 3,2/217/0/0,4578000,70,4000002804,600,1.9,5328,Ingen
Tora Saxedatters Veg 5,2/218/0/0,3619000,70,2000002333,300,1.9,4433,Ingen
Sigrid Saxedatters Veg 5A,2/219/0/0,3593000,70,4000002115,100,1.9,4018,Ingen
Sigrid Saxedatters Veg 5B,2/220/0/0,3198000,70,2000002038,600,1.9,3873,Ingen
Tora Saxedatters Veg 7,2/221/0/0,4457000,70,2000002919,900,1.9,5547,Ingen
Tora Saxedatters Veg 9,2/222/0/0,6102000,70,2000004071,400,1.9,7735,Ingen
Tora Saxedatters Veg 4,2/223/0/0,4286000,70,2000002800,200,1.9,5320,Ingen
Sigurd Slembes Veg 4,2/224/0/0,5320000,70,2000003524,000,1.9,6695,Ingen
Sigurd Slembes Veg 6,2/225/0/0,3593000,70,4000002115,100,1.9,4018,Ingen
Sigurd Slembes Veg 8A,2/226/0/1,4561000,70,2000002992,700,1.9,5686,Ingen
Sigurd Slembes Veg 8B,2/226/0/2,5679000,70,2000003775,300,1.9,7173,Ingen
Sigurd Slembes Veg 10,2/227/0/0,4649000,70,2000003054,300,1.9,5803,Ingen
Sigurd Slembes Veg 12,2/228/0/0,5229000,70,2000003460,300,1.9,6574,Ingen
Sigurd Slembes Veg 14,2/229/0/0,4578000,70,2000003004,600,1.9,5708,Ingen
Sigurd Slembes Veg 16,2/230/0/0,5453000,70,2000003617,100,1.9,6872,Ingen
Sigrid Saxedatters Veg 7,2/231/0/0,4035000,70,2000002624,500,1.9,4986,Ingen
Sigrid Saxedatters Veg 9,2/232/0/0,4602000,70,2000003021,400,1.9,5740,Ingen
Sigrid Saxedatters Veg 11,2/233/0/0,5782000,70,2000003847,400,1.9,7310,Ingen
Magnus Barfots Veg 19,2/234/0/0,4626000,70,2000003038,200,1.9,5772,Ingen
Magnus Barfots Veg 21B,2/235/0/0,5114000,70,4000003179,800,1.9,6041,Ingen
Magnus Barfots Veg 23,2/236/0/0,3984000,70,2000002588,800,1.9,4918,Ingen
Magnus Barfots Veg 22,2/237/0/0,4697000,70,2000003087,900,1.9,5867,Ingen
Magnus Barfots Veg 24,2/238/0/0,4768000,70,2000003137,600,1.9,5961,Ingen
Magnus Barfots Veg 26,2/239/0/0,3959000,70,2000002571,300,1.9,4885,Ingen
Kåre Kongsbrors Veg 22,2/240/0/0,1487000,70,200000840,900,1.9,1597,Ingen
Sigurd Slembes Veg 15,2/241/0/0,7854000,70,4000005097,800,1.9,9685,Ingen
Sigurd Slembes Veg 17,2/242/0/0,5161000,70,4000003212,700,1.9,6104,Ingen
Sigurd Slembes Veg 19,2/243/0/0,4286000,70,4000002600,200,1.9,4940,Ingen
Sigurd Slembes Veg 21,2/244/0/0,5520000,70,2000003664,000,1.9,6961,Ingen
Rønningsvegen 19C,2/245/0/0,8927000,70,2000006048,900,1.9,11492,Ingen
Granly 0,2/247/0/0,,,,,,,
Markavegen Iii 0,2/248/0/0,,,,,,,
Trekanten 0,2/250/0/0,,,,,,,
Saxeborgvegen 10,2/251/0/0,6060000,70,2000004042,000,1.9,7679,Ingen
Duevegen 4,2/252/0/0,5542000,70,2000003679,400,1.9,6990,Ingen
270685l 2 Av Saksvik Nedre 0,2/253/0/0,,,,,,,
Falkvegen 7,2/254/0/0,3830000,70,2000002481,000,1.9,4713,Ingen
Stibakken 5,2/255/0/0,8079000,70,2000005455,300,1.9,10365,Ingen
Sigurd Slembes Veg 22,2/257/0/0,6278000,70,4000003994,600,1.9,7589,Ingen
Saxe Viks Veg 30,2/258/0/0,5047000,70,2000003332,900,1.9,6332,Ingen
Magnus Barfots Veg 1,2/259/0/0,4136000,70,2000002695,200,1.9,5120,Ingen
Sigurd Slembes Veg 20,2/260/0/0,4744000,70,2000003120,800,1.9,5929,Ingen
Olav Magnussons Veg 12,2/261/0/0,4236000,70,2000002765,200,1.9,5253,Ingen
Stibakken 7,2/263/0/0,5890000,70,2000003923,000,1.9,7453,Ingen
Falkvegen 5,2/264/0/0,,,,,,,
Falkvegen 3,2/265/0/0,5542000,70,2000003679,400,1.9,6990,Ingen
Falkvegen 1,2/266/0/0,4061000,70,2000002642,700,1.9,5021,Ingen
Olav Magnussons Veg 67A,2/268/0/0,4161000,70,2000002712,700,1.9,5154,Ingen
Sigurd Slembes Veg 18A,2/269/0/0,4052000,70,2000002636,400,1.9,5009,Ingen
Sigurd Slembes Veg 24B,2/270/0/0,12476000,70,4000008333,200,1.9,15833,Ingen
Sigurd Slembes Veg 26,2/271/0/0,3485000,70,2000002239,500,1.9,4255,Ingen
Sigurd Slembes Veg 28,2/272/0/0,5116000,70,2000003381,200,1.9,6424,Ingen
Trekanten 0,2/273/0/0,98000,100,098,000,1.9,186,Ingen
Stibakken 9,2/274/0/0,5520000,70,2000003664,000,1.9,6961,Ingen
Tillegg Til Solhaug 0,2/275/0/0,,,,,,,
Kåre Kongsbrors Veg 11,2/278/0/0,6518000,70,4000004162,600,1.9,7908,Ingen
Falkvegen 4,2/280/0/0,6436000,70,2000004305,200,1.9,8179,Ingen
Falkvegen 2B,2/281/0/0,4832000,70,2000003182,400,1.9,6046,Ingen
Olav Magnussons Veg 66,2/282/0/0,3778000,70,2000002444,600,1.9,4644,Ingen
Falkvegen 6,2/283/0/0,4815000,70,2000003170,500,1.9,6023,Ingen
Haukvegen 1,2/284/0/0,4622000,70,2000003035,400,1.9,5767,Ingen
Lillesjøvegen 1,2/285/0/0,4978000,70,2000003284,600,1.9,6240,Ingen
Sigurd Slembes Veg 18B,2/286/0/0,4389000,70,2000002872,300,1.9,5457,Ingen
Saxe Viks Veg 22,2/287/0/0,5868000,70,4000003707,600,1.9,7044,Ingen
Duevegen 8,2/288/0/0,4010000,70,2000002607,000,1.9,4953,Ingen
Haukvegen 4,2/290/0/0,5229000,70,2000003460,300,1.9,6574,Ingen
Haukvegen 2,2/291/0/0,5229000,70,2000003460,300,1.9,6574,Ingen
Hammertun 0,2/292/0/0,,,,,,,
Tillegg Til Bårdshaug 0,2/293/0/0,,,,,,,
Tillegg Til Sommervold 0,2/294/0/0,,,,,,,
Lassvebergvegen 7,2/297/0/0,6039000,70,6000003627,300,1.9,6891,Ingen
Stibakken 13,2/298/0/0,4039000,70,2000002627,300,1.9,4991,Ingen
Stibakken 11A,2/300/0/0,4908000,70,2000003235,600,1.9,6147,Ingen
Duevegen 1A,2/301/0/0,3999000,70,2000002599,300,1.9,4938,Ingen
Tillegg Til Enerhaugen 0,2/302/0/0,,,,,,,
Duevegen 9,2/304/0/0,4978000,70,2000003284,600,1.9,6240,Ingen
Tillegg Til Kikut 0,2/305/0/0,,,,,,,
Kåre Kongsbrors Veg 18A,2/306/0/0,5175000,70,2000003422,500,1.9,6502,Ingen
Stibakken 12,2/307/0/0,5364000,70,2000003554,800,1.9,6754,Ingen
Rådyrvegen 13,2/308/0/0,4768000,70,2000003137,600,1.9,5961,Ingen
Stibakken 14,2/309/0/0,3778000,70,2000002444,600,1.9,4644,Ingen
Haukvegen 6,2/310/0/0,4506000,70,2000002954,200,1.9,5612,Ingen
Rådyrvegen 7,2/311/0/0,5498000,70,2000003648,600,1.9,6932,Ingen
Haukvegen 7,2/312/0/0,7414000,70,4000004789,800,1.9,9100,Ingen
Haukvegen 9,2/313/0/0,5695000,70,4000003586,500,1.9,6814,Ingen
Haukvegen 11,2/314/0/0,6124000,70,4000003886,800,1.9,7384,Ingen
Haukvegen 13,2/315/0/0,4885000,70,4000003019,500,1.9,5737,Ingen
Haukvegen 8,2/316/0/0,5997000,70,4000003797,900,1.9,7216,Ingen
Vidsjåvegen 3,2/317/0/0,4211000,70,2000002747,700,1.9,5220,Ingen
Villa Skansekullen 0,2/318/0/0,,,,,,,
Sjøvegen 8,2/319/0/0,3725000,70,2000002407,500,1.9,4574,Ingen
Haukvegen 5,2/320/0/0,6661000,70,4000004262,700,1.9,8099,Ingen
Stibakken 15,2/322/0/0,3681000,70,2000002376,700,1.9,4515,Ingen
Magnus Barfots Veg 9B,2/323/0/0,3932000,70,2000002552,400,1.9,4849,Ingen
Lassvebergvegen 1,2/324/0/0,4885000,70,2000003219,500,1.9,6117,Ingen
Haukvegen 3,2/326/0/0,6576000,70,4000004203,200,1.9,7986,Ingen
Tillegg Til Lunheim 0,2/327/0/0,,,,,,,
Rådyrvegen 3,2/328/0/0,6354000,70,4000004047,800,1.9,7690,Ingen
Stibakken 2A,2/329/0/0,6682000,70,2000004477,400,1.9,8507,Ingen
Granlia Ii 0,2/330/0/0,,,,,,,
Saxe Viks Veg 36,2/331/0/0,5542000,70,2000003679,400,1.9,6990,Ingen
Lillesjøvegen 4B,2/332/0/0,5252000,70,2000003476,400,1.9,6605,Ingen
Veggrunn Av Lunheim 0,2/333/0/0,,,,,,,
Tillegg Til Vårli 0,2/334/0/0,,,,,,,
Tillegg Til Solheim 0,2/335/0/0,,,,,,,
Tillegg Til Grantun 0,2/337/0/0,120000,100,0120,000,1.9,228,Ingen
Tillegg Til Grantun 0,2/338/0/0,,,,,,,
Tillegg Til Kikut 0,2/339/0/0,,,,,,,
Florabakken 2,2/341/0/0,5542000,70,2000003679,400,1.9,6990,Ingen
Kåre Kongsbrors Veg 12A,2/342/0/0,4509000,70,2000002956,300,1.9,5616,Ingen
Tillegg Til Knausen 0,2/343/0/0,,,,,,,
Magnus Barfots Veg 27,2/344/0/0,5001000,70,2000003300,700,1.9,6271,Ingen
Magnus Barfots Veg 28B,2/345/0/0,5760000,70,2000003832,000,1.9,7280,Ingen
Magnus Barfots Veg 30,2/346/0/0,4261000,70,2000002782,700,1.9,5287,Ingen
Tillegg Til Parsell 39 0,2/347/0/0,64000,100,064,000,1.9,121,Ingen
Magnus Barfots Veg 25,2/348/0/0,3100000,70,2000001970,000,1.9,3743,Ingen
Magnus Barfots Veg 29,2/349/0/0,6145000,70,2000004101,500,1.9,7792,Ingen
Magnus Barfots Veg 32,2/350/0/0,4530000,70,2000002971,000,1.9,5644,Ingen
Saxe Viks Veg 77,2/353/0/0,4553000,70,2000002987,100,1.9,5675,Ingen
Saxe Viks Veg 79,2/354/0/0,4365000,70,2000002855,500,1.9,5425,Ingen
Saxe Viks Veg 81,2/355/0/0,4193000,70,2000002735,100,1.9,5196,Ingen
Saxe Viks Veg 83,2/356/0/0,4180000,70,2000002726,000,1.9,5179,Ingen
Tillegg Til Solstua 0,2/357/0/0,,,,,,,
Magnus Barfots Veg 31,2/358/0/0,6518000,70,2000004362,600,1.9,8288,Ingen
Rikkas Veg 2,2/359/0/0,5116000,70,2000003381,200,1.9,6424,Ingen
Tillegg Til Trollhaugen 0,2/360/0/0,,,,,,,
Nedre Stibakken 17A,2/364/0/0,4065000,70,2000002645,500,1.9,5026,Ingen
Nedre Stibakken 25B,2/365/0/0,5001000,70,4000003100,700,1.9,5891,Ingen
Skogstien 5,2/369/0/0,5320000,70,2000003524,000,1.9,6695,Ingen
Nedre Stibakken 22,2/370/0/0,5139000,70,4000003197,300,1.9,6074,Ingen
Nedre Stibakken 23,2/371/0/0,7453000,70,2000005017,100,1.9,9532,Ingen
Nedre Stibakken 27,2/372/0/0,4768000,70,2000003137,600,1.9,5961,Ingen
Nedre Stibakken 29A,2/373/0/0,4230000,70,2000002761,000,1.9,5245,Ingen
Nedre Stibakken 21A,2/374/0/1,5622000,70,2000003735,400,1.9,7097,Ingen
Nedre Stibakken 21B,2/374/0/2,5641000,70,2000003748,700,1.9,7122,Ingen
Skogstien 3,2/375/0/0,6416000,70,4000004091,200,1.9,7773,Ingen
Tillegg Til Korsvegen 18 0,2/376/0/0,,,,,,,
Falkvegen 10,2/377/0/0,5498000,70,4000003448,600,1.9,6552,Ingen
Tillegg Ii Til Knutbakken 0,2/379/0/0,,,,,,,
Solhammer Ii 0,2/380/0/0,,,,,,,
Tillegg Til Brattås 0,2/381/0/0,,,,,,,
Tillegg Til Parsell 54 0,2/383/0/0,,,,,,,
Tillegg Til Markavegen 60 0,2/384/0/0,,,,,,,
Nedre Stibakken 19B,2/385/0/0,5001000,70,2000003300,700,1.9,6271,Ingen
Skogstien 7,2/386/0/0,6580000,70,4000004206,000,1.9,7991,Ingen
Skogstien 9,2/388/0/0,6457000,70,2000004319,900,1.9,8207,Ingen
Skogstien 1,2/389/0/0,5890000,70,2000003923,000,1.9,7453,Ingen
Ekornvegen 24,2/390/0/0,5782000,70,2000003847,400,1.9,7310,Ingen
Ekornvegen 28,2/391/0/0,6920000,70,2000004644,000,1.9,8823,Ingen
Nedre Stibakken 20,2/392/0/0,6102000,70,4000003871,400,1.9,7355,Ingen
Lassvebergvegen 5,2/393/0/0,5673000,70,2000003771,100,1.9,7165,Ingen
Ekornvegen 9,2/394/0/0,6312000,70,2000004218,400,1.9,8014,Ingen
Ekornvegen 30,2/395/0/0,7161000,70,2000004812,700,1.9,9144,Ingen
Ekornvegen 35,2/396/0/0,7816000,70,4000005071,200,1.9,9635,Ingen
Tilleg Til Parsell Nr 1 0,2/397/0/0,,,,,,,
Ekornvegen 22,2/398/0/0,7022000,70,2000004715,400,1.9,8959,Ingen
Lauglobuen 14,2/400/0/0,5070000,70,2000003349,000,1.9,6363,Ingen
Lauglobuen 16A,2/401/0/0,4179000,70,2000002725,300,1.9,5178,Ingen
Lauglobuen 3,2/402/0/0,6270000,70,2000004189,000,1.9,7959,Ingen
Lauglobuen 5,2/403/0/0,7287000,70,4000004700,900,1.9,8931,Ingen
Lauglobuen 7A,2/404/0/1,4464000,70,2000002924,800,1.9,5557,Ingen
Lauglobuen 7B,2/404/0/2,4480000,70,2000002936,000,1.9,5578,Ingen
Lauglobuen 9A,2/405/0/1,4464000,70,2000002924,800,1.9,5557,Ingen
Lauglobuen 9B,2/405/0/2,4434000,70,2000002903,800,1.9,5517,Ingen
Saxeborgvegen 11,2/407/0/0,4978000,70,2000003284,600,1.9,6240,Ingen
Nedre Stibakken 25A,2/408/0/0,6039000,70,2000004027,300,1.9,7651,Ingen
Stibakken 11B,2/409/0/0,5997000,70,2000003997,900,1.9,7596,Ingen
Ekornvegen 26,2/410/0/0,7549000,70,2000005084,300,1.9,9660,Ingen
Stibakken Iv 0,2/411/0/0,,,,,,,
Stibakken Iii 0,2/412/0/0,,,,,,,
Lauglobuen 10,2/413/0/0,5275000,70,4000003292,500,1.9,6255,Ingen
Lauglobuen 8,2/414/0/0,6641000,70,2000004448,700,1.9,8452,Ingen
Lauglobuen 6,2/415/0/0,6539000,70,4000004177,300,1.9,7936,Ingen
Lauglobuen 4,2/416/0/0,5825000,70,2000003877,500,1.9,7367,Ingen
Lauglobuen 2,2/417/0/0,5476000,70,2000003633,200,1.9,6903,Ingen
Olav Magnussons Veg 6B,2/420/0/0,5453000,70,2000003617,100,1.9,6872,Ingen
Sigurd Slembes Veg 25,2/422/0/0,5975000,70,2000003982,500,1.9,7566,Ingen
Nedre Stibakken 29B,2/425/0/0,4329000,70,2000002830,300,1.9,5377,Ingen
Nedre Stibakken 19A,2/426/0/0,6803000,70,2000004562,100,1.9,8667,Ingen
Ekornvegen 32,2/428/0/0,5821000,70,4000003674,700,1.9,6981,Ingen
Ekornvegen 34,2/429/0/1,7835000,70,2000005284,500,1.9,10040,Ingen
Ekornvegen 34,2/429/0/2,1925000,70,2000001147,500,1.9,2180,Ingen
Nedre Stibakken 17B,2/431/0/0,3986000,70,2000002590,200,1.9,4921,Ingen
Ekornvegen 40,2/432/0/0,5493000,70,4000003445,100,1.9,6545,Ingen
Tillegg Til Granly 0,2/433/0/0,,,,,,,
Ekornvegen 38,2/434/0/0,5630000,70,2000003741,000,1.9,7107,Ingen
Magnus Barfots Veg 7A,2/435/0/0,4838000,70,2000003186,600,1.9,6054,Ingen
Haukvegen 14,2/436/0/0,5890000,70,2000003923,000,1.9,7453,Ingen
Bjørkly Iii 0,2/437/0/0,,,,,,,
Tillegg Til Granly 0,2/439/0/0,,,,,,,
Haukvegen 10,2/440/0/0,6416000,70,4000004091,200,1.9,7773,Ingen
Haukvegen 16,2/441/0/0,7702000,70,4000004991,400,1.9,9483,Ingen
Haukvegen 18,2/442/0/0,5652000,70,2000003756,400,1.9,7137,Ingen
Ekornvegen 36,2/443/0/0,6312000,70,2000004218,400,1.9,8014,Ingen
Magnus Barfots Veg 7B,2/444/0/0,4673000,70,2000003071,100,1.9,5835,Ingen
Bautavegen 18B,2/445/0/0,4896000,70,4000003027,200,1.9,5751,Ingen
Bautavegen 16,2/446/0/0,5438000,70,4000003406,600,1.9,6472,Ingen
Bautavegen 2,2/447/0/0,5804000,70,6000003462,800,1.9,6579,Ingen
Bautavegen 4,2/448/0/0,6312000,70,2000004218,400,1.9,8014,Ingen
Bautavegen 6,2/449/0/0,6145000,70,4000003901,500,1.9,7412,Ingen
Bautavegen 8,2/450/0/0,6312000,70,2000004218,400,1.9,8014,Ingen
Bautavegen 10,2/451/0/0,7317000,70,2000004921,900,1.9,9351,Ingen
Bautavegen 12,2/452/0/0,6270000,70,4000003989,000,1.9,7579,Ingen
Bautavegen 14,2/453/0/0,6722000,70,2000004505,400,1.9,8560,Ingen
Gullhaugvegen 6,2/454/0/0,6229000,70,4000003960,300,1.9,7524,Ingen
Gullhaugvegen 8,2/455/0/0,5161000,70,2000003412,700,1.9,6484,Ingen
Bautavegen 20,2/456/0/0,5717000,70,2000003801,900,1.9,7223,Ingen
Bautavegen 22,2/457/0/0,5564000,70,2000003694,800,1.9,7020,Ingen
Bautavegen 1,2/458/0/0,7161000,70,4000004612,700,1.9,8764,Ingen
Bautavegen 3,2/459/0/0,5207000,70,2000003444,900,1.9,6545,Ingen
Bautavegen 5,2/460/0/0,5551000,70,2000003685,700,1.9,7002,Ingen
Bautavegen 7,2/461/0/0,6060000,70,4000003842,000,1.9,7299,Ingen
Bautavegen 9,2/462/0/0,6060000,70,2000004042,000,1.9,7679,Ingen
Bautavegen 11,2/463/0/0,5229000,70,2000003460,300,1.9,6574,Ingen
Bautavegen 13,2/464/0/0,6436000,70,2000004305,200,1.9,8179,Ingen
Bautavegen 15,2/465/0/0,6621000,70,2000004434,700,1.9,8425,Ingen
Bautavegen 17,2/466/0/0,6436000,70,4000004105,200,1.9,7799,Ingen
Gullhaugvegen 4A,2/467/0/0,6208000,70,4000003945,600,1.9,7496,Ingen
Gullhaugvegen 4B,2/468/0/0,5564000,70,2000003694,800,1.9,7020,Ingen
Saxeborgvegen 13,2/469/0/0,5651000,70,4000003555,700,1.9,6755,Ingen
Ekornvegen 37,2/470/0/0,7910000,70,2000005337,000,1.9,10140,Ingen
Tillegg Til Magnus Barfots Veg 0,2/472/0/0,,,,,,,
Jervstien 3,2/474/0/0,8064000,70,4000005244,800,1.9,9965,Ingen
Rønningsvegen 34,2/476/0/0,7873000,70,4000005111,100,1.9,9711,Ingen
Ekornvegen 3B,2/478/0/0,4906000,70,2000003234,200,1.9,6144,Ingen
Veggrunn Einbakken 0,2/482/0/0,,,,,,,
Rikkas Veg 6,2/483/0/0,9253000,70,4000006077,100,1.9,11546,Ingen
Tillegg Til Parsell 54 0,2/484/0/0,,,,,,,
Rønningsvegen 19A,2/485/0/0,6539000,70,2000004377,300,1.9,8316,Ingen
Saxe Viks Veg 24,2/487/0/0,5047000,70,2000003332,900,1.9,6332,Ingen
Saxe Viks Veg 34,2/488/0/0,4602000,70,2000003021,400,1.9,5740,Ingen
Sjøvegen 4B,2/491/0/0,6019000,70,2000004013,300,1.9,7625,Ingen
Skogstien 6,2/492/0/0,7239000,70,2000004867,300,1.9,9247,Ingen
Skogstien 13,2/493/0/0,6081000,70,2000004056,700,1.9,7707,Ingen
Skogstien 11,2/494/0/0,5782000,70,2000003847,400,1.9,7310,Ingen
Tillegg Til Bautavegen 12 0,2/497/0/0,,,,,,,
Rikkas Veg 4,2/498/0/0,10113000,70,2000006879,100,1.9,13070,Ingen
Saxe Viks Veg 75,2/499/0/0,4815000,70,2000003170,500,1.9,6023,Ingen
Veggrunn Skogstien 0,2/500/0/0,,,,,,,
Veggrunn Sigurd Slembes Veg 0,2/501/0/0,,,,,,,
Gullhaugvegen 2D,2/502/0/0,8581000,70,2000005806,700,1.9,11032,Ingen
Ekornvegen 7B,2/504/0/0,5453000,70,4000003417,100,1.9,6492,Ingen
Rikkasveg 3 0,2/505/0/0,,,,,,,
Bautavegen 18A,2/510/0/0,4689000,70,2000003082,300,1.9,5856,Ingen
Rådyrvegen 4B,2/511/0/0,8700000,70,2000005890,000,1.9,11191,Ingen
Tillegg Til Ekornvegen 37 0,2/513/0/0,,,,,,,
Olav Magnussons Veg 10A,2/515/0/0,6628000,70,4000004239,600,1.9,8055,Ingen
Saxe Viks Veg 40,2/516/0/0,5065000,70,2000003345,500,1.9,6356,Ingen
Saxe Viks Veg 42,2/517/0/0,5065000,70,2000003345,500,1.9,6356,Ingen
Olav Magnussons Veg 12C,2/518/0/0,4800000,70,2000003160,000,1.9,6004,Ingen
Tillegg Til Gnr 2 Bnr 162 0,2/521/0/0,,,,,,,
Rønningsvegen 25B,2/522/0/1,3429000,70,2000002200,300,1.9,4180,Ingen
Rønningsvegen 25A,2/522/0/2,3429000,70,2000002200,300,1.9,4180,Ingen
Rønningsvegen 29,2/524/0/0,6576000,70,4000004203,200,1.9,7986,Ingen
Ekornvegen 20A,2/525/0/0,4045000,70,2000002631,500,1.9,4999,Ingen
Ekornvegen 20B,2/526/0/0,4045000,70,2000002631,500,1.9,4999,Ingen
Ekornvegen 20C,2/527/0/0,3976000,70,2000002583,200,1.9,4908,Ingen
