Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Grim Saxeviks Veg 1A,1/73/0/4,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 1A,1/73/0/5,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 1A,1/73/0/6,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 1B,1/73/0/7,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 1B,1/73/0/8,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1B,1/73/0/9,2586000,70,2000001610,200,1.9,3059,Ingen
Grim Saxeviks Veg 1B,1/73/0/10,2233000,70,2000001363,100,1.9,2589,Ingen
Grim Saxeviks Veg 1B,1/73/0/11,2363000,70,2000001454,100,1.9,2762,Ingen
Grim Saxeviks Veg 1B,1/73/0/12,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1C,1/73/0/13,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 1C,1/73/0/14,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1C,1/73/0/15,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1C,1/73/0/16,2555000,70,2000001588,500,1.9,3018,Ingen
Grim Saxeviks Veg 1C,1/73/0/17,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1C,1/73/0/18,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1D,1/73/0/19,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 1D,1/73/0/20,2555000,70,2000001588,500,1.9,3018,Ingen
Grim Saxeviks Veg 1D,1/73/0/21,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 1D,1/73/0/22,2459000,70,2000001521,300,1.9,2890,Ingen
Grim Saxeviks Veg 1D,1/73/0/23,2363000,70,2000001454,100,1.9,2762,Ingen
Grim Saxeviks Veg 1D,1/73/0/24,2555000,70,2000001588,500,1.9,3018,Ingen
Grim Saxeviks Veg 3A,1/73/0/25,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 3A,1/73/0/26,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3A,1/73/0/27,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3A,1/73/0/28,2649000,70,2000001654,300,1.9,3143,Ingen
Grim Saxeviks Veg 3A,1/73/0/29,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3A,1/73/0/30,2555000,70,2000001588,500,1.9,3018,Ingen
Grim Saxeviks Veg 3B,1/73/0/31,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 3B,1/73/0/32,2586000,70,2000001610,200,1.9,3059,Ingen
Grim Saxeviks Veg 3B,1/73/0/33,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 3B,1/73/0/34,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3B,1/73/0/35,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 3B,1/73/0/36,2266000,70,2000001386,200,1.9,2633,Ingen
Grim Saxeviks Veg 3C,1/73/0/37,2491000,70,2000001543,700,1.9,2933,Ingen
Grim Saxeviks Veg 3C,1/73/0/38,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3C,1/73/0/39,2459000,70,2000001521,300,1.9,2890,Ingen
Grim Saxeviks Veg 3C,1/73/0/40,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3C,1/73/0/41,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 3C,1/73/0/42,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3D,1/73/0/43,2266000,70,2000001386,200,1.9,2633,Ingen
Grim Saxeviks Veg 3D,1/73/0/44,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 3D,1/73/0/45,2523000,70,2000001566,100,1.9,2975,Ingen
Grim Saxeviks Veg 3D,1/73/0/46,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3D,1/73/0/47,2395000,70,2000001476,500,1.9,2805,Ingen
Grim Saxeviks Veg 3D,1/73/0/48,2395000,70,2000001476,500,1.9,2805,Ingen
Kongestien 16,1/74/0/0,2922000,70,2000001845,400,1.9,3506,Ingen
